"Title","Authors","PublicationName","AlternateName","Abstract","Url","AuthorAddress","Year","DOI","ReferenceType","Keywords","PdfRelativePath","CustomId"
"Achieving searchable and privacy-preserving data sharing for cloud-assisted e-healthcare system","Xu, C. And Wang, N. And Zhu, L. And Sharif, K. And Zhang, C.","Ieee Internet Of Things Journal","","The integration of wearable wireless devices and cloud computing in e-health systems has significantly improved their effectiveness and availability. Patients can upload their personal health information (phi) files to the cloud, from where the health service providers (hsps) can obtain appropriate information to determine the health state. This system not only reduces the costs associated to healthcare but also provides timely diagnosis to save lives. However, a number of privacy concerns arise while sharing sensitive information. In this paper, we propose a novel privacy-preserving patient health information sharing scheme, which allows hsps to access and search phi files in a secure yet efficient manner. We make use of the searchable encryption technique with keyword range search and multikeyword search. The proposed privacy-preserving equality test protocol allows different types of numeric comparison searches on encrypted data. We also use a variant of bloom filter and message authentication code to classify phi files, filter false data, and check integrity of search results. The simulations on real-world and synthetic data show the feasibility and efficiency of the system, and security analysis proves the privacy-preservation properties. © 2014 ieee.","","","2019","10.1109/jiot.2019.2917186","","","scopus-2-s2.0-85073415277.pdf","scopus-2-s2.0-85073415277"
"A preliminary comparative study on the expressive power of reo and linda","Amaro, S. And Pimentel, E. And Roldan, A.m.","Electronic Notes In Theoretical Computer Science","","Component-based software development is an emerging discipline in the field of software engineering. In this context, coordination languages may be used to specify the interactive behavior of software components, and most of the proposals presented in the literature are based on shared data-space models, as linda. On the other hand, a new model for coordination based on communication channels (reo) is also emerging, and we argue it also can be used to describe component protocols in a very elegant way. Making a comparative analysis on the expressiveness of this channel based model and linda is the main objective of the present work, which presents a first step to make an exhaustive formal study. Thus, in this paper we provide a couple of modular embeddings for the synchronous case and the asynchronous case by defining a common formalism in order to allow the comparison of both models at an homogeneous level of abstraction. We hope these results will help us to develop a complete study about the reo's expressiveness, and to define an interaction description language based on reo for component coordination, as it has already made in the context of linda. © 2007 elsevier b.v. All rights reserved.","","","2007","10.1016/j.entcs.2006.10.043","","","scopus-2-s2.0-34250220306.pdf","scopus-2-s2.0-34250220306"
"A Bayesian statistics tutorial for clinical research: Prior distributions and meaningful results for small clinical samples","Larson C., Kaplan D., Girolamo T., Kover S. T., Eigsti I. M.","Journal of Clinical Psychology","","OBJECTIVES: Bayesian statistics provides an effective reliable approach for research with small clinical samples and yields clinically meaningful results that can bridge research and practice. This tutorial demonstrates how Bayesian statistics can be effectively and reliably implemented with a small heterogeneous participant sample to promote reproducible and clinically relevant research.\\\\\\\\rMETHODS/RESULTS: We tested example research questions pertaining to language and clinical features in autism spectrum disorder (ASD; n = 20) a condition characterized by significant heterogeneity. We provide step-by-step instructions and visualizations detailing how to (1) identify and develop prior distributions from the literature base (2) evaluate model convergence and reliability and (3) compare models with different prior distributions to select the best performing model. Moreover in step three we demonstrate how to determine whether a sample size is sufficient for reliably interpreting model results. We also provide instructions detailing how to examine results with varied bounds of clinical interest such as the probability that an effect will reflect at least one standard deviation change in scores on a standardized assessment. This information facilitates generalization and application of Bayesian results to a variety of clinical research questions and settings.\\\\\\\\rCONCLUSION: The tutorial concludes with suggestions for future clinical research ensuring the utility of our step-by-step instructions for a broad clinical audience. Copyright © 2023 Wiley Periodicals LLC.","","","2023","10.1002/jclp.23570","","","medline-37477577.pdf","medline-37477577"
"Science and industry: sharing knowledge for innovation","Hoarau, H. And Kline, C.","Annals Of Tourism Research","","This paper contributes to a better understanding of the absorption of scientific knowledge in tourism innovation processes. Based on a synthesis of the literature and empirical study we present the model of innovation through co-creation. The cases of researchers working together with three whale-watching firms have allowed us to illustrate examples of co-creation, knowledge sharing and reflexivity during tourism firms' innovation processes. Intensive interaction of the tourism industry with researchers pays off in terms of innovation because flows of knowledge are intimately linked to social capital developed through intensive and frequent shared practice. Besides the theoretical implications of our model, we contribute to the field by providing practical implications for how tourism firms can organize their learning and innovation processes. © 2014 elsevier ltd.","","","2014","10.1016/j.annals.2014.01.005","","","scopus-2-s2.0-84896357468.pdf","scopus-2-s2.0-84896357468"
"Design principles for shared digital twins in distributed systems","Haße, H. And Van Der Valk, H. And Möller, F. And Otto, B.","Business And Information Systems Engineering","","Digital twins offer considerable potential for cross-company networks. Recent research primarily focuses on using digital twins within the limits of a single organization. However, shared digital twins extend application boundaries to cross-company utilization through their ability to act as a hub to share data. This results in the need to consider additional design dimensions which help practitioners design digital twins tailored for inter-company use. The article addresses precisely that issue as it investigates how shared digital twins should be designed to achieve business success. For this purpose, the article proposes a set of design principles for shared digital twins stemming from a qualitative interview study with 18 industry experts. The interview study is the primary data source for formulating and evaluating the design principles. © 2022, the author(s).","","","2022","10.1007/s12599-022-00751-1","","","scopus-2-s2.0-85128165713.pdf","scopus-2-s2.0-85128165713"
"Fit for purpose assessment: a new direction for iacucs","Kinter, L.b. And Johnson, D.k. And Weichbrod, R.h. And Prentice, E.d. And Simmonds, R.c. And Houghton, P.w. And Whitney, R.a., Jr And Degeorge, J. And Dehaven, W.r. And Kramer, K. And Detolla, L.","Ilar Journal","","The organization and function of the institutional animal care and use committee (iacuc) is the key component of government regulation and oversight of necessary scientific research using live animals and of aaalac - international accreditation of animal care and use programs in the united states. The regulations, roles, and responsibilities of iacucs have evolved since their inception 35 years ago from a limited focus on animal welfare and specific animal procedures to embracing scientific quality, data reproducibility and translation, and animal welfare as inextricably interdependent and critical components of generation of new scientific knowledge and medical treatments. A current challenge for iacucs is in evaluating whether benefits to be derived (eg, new knowledge or treatments) justify any unavoidable pain, stress, or injury associated with proposed research protocols, because the former are long-term and at best speculative outcomes, whereas the latter are immediate and tangible for the study animals. Scientific consensus is that research most likely to generate significant new knowledge and medical treatments is that conducted to high scientific, technical, and quality standards and reported with full transparency to facilitate reproducibility. As an alternative to current benefits evaluations included in risk benefit and harm benefit constructs, the authors propose that iacucs assess the proposed research for scientific quality and alignment of study elements with the study purpose (e.g., fit for purpose [ffp]), including justifications for study design components, selection of primary endpoints and technologies, rationale for data and statistical analyses, and research communication plans. Fit for purpose endpoints are objective, immediate, and impactful as are the potential risks for study animals, and at the same time they are the best predictors for achievement of longer-term benefits. We propose that iacucs and any revision of the ilar guide consider ffp concepts in place of traditional benefits assessment to accelerate the generation of new knowledge and treatments benefiting medical and veterinary patients and the environment through better science and animal welfare rather than to continue to rely on speculative future outcomes. © the author(s) 2021. Published by oxford university press on behalf of the national academies of sciences, engineering, and medicine. All rights reserved. For permissions, please email: journals.permissions@oup.com.","","","2021","10.1093/ilar/ilac006","","","scopus-2-s2.0-85145425657.pdf","scopus-2-s2.0-85145425657"
"Guidelines for inclusion of patient-reported outcomes in clinical trial protocols the spirit-pro extension","Calvert, M. And Kyte, D. And Mercieca-Bebber, R. And Slade, A. And Chan, A.-W. And King, M.t.","Jama - Journal Of The American Medical Association","","Importance patient-reported outcome (pro) data from clinical trials can provide valuable evidence to inform shared decision making, labeling claims, clinical guidelines, and health policy;  however, the pro content of clinical trial protocols is often suboptimal. The spirit (standard protocol items: recommendations for interventional trials) statement was published in 2013 and aims to improve the completeness of trial protocols by providing evidence-based recommendations for the minimum set of items to be addressed, but it does not provide pro-specific guidance. Objective to develop international, consensus-based, pro-specific protocol guidance (the spirit-pro extension). Design, setting, and participants the spirit-pro extensionwas developed following the enhancing quality and transparency of health research (equator) network'smethodological framework for guideline development. This included (1) a systematic review of existing pro-specific protocol guidance to generate a list of potential pro-specific protocol items (published in 2014);  (2) refinements to the list and removal of duplicate items by the international society for quality of life research (isoqol) protocol checklist taskforce;  (3) an international stakeholder survey of clinical trial research personnel, pro methodologists, health economists, psychometricians, patient advocates, funders, industry representatives, journal editors, policy makers, ethicists, and researchers responsible for evidence synthesis (distributed by 38 international partner organizations in october 2016);  (4) an international delphi exercise (n = 137 invited;  october 2016 to february 2017);  and (5) consensus meeting (n = 30 invited;  may 2017). Prior to voting, consensus meeting participantswere informed of the results of the delphi exercise and given data from structured reviews evaluating the pro protocol content of 3 defined samples of trial protocols. Results the systematic review identified 162 pro-specific protocol recommendations from 54 sources. The isoqol taskforce (n = 21) reduced this to 56 items, which were considered by 138 international stakeholder survey participants and 99 delphi panelists. The final wording of the spirit-pro extension was agreed on at a consensus meeting (n = 29 participants) and reviewed by external group of experts during a consultation period. Eleven extensions and 5 elaborations to the spirit 2013 checklist were recommended for inclusion in clinical trial protocols in which pros are a primary or key secondary outcome. Extension items focused on pro-specific issues relating to the trial rationale, objectives, eligibility criteria, concepts used to evaluate the intervention, time points for assessment, pro instrument selection and measurement properties, data collection plan, translation to other languages, proxy completion, strategies to minimize missing data, and whether pro data will be monitored during the study to inform clinical care. Conclusions and relevance the spirit-pro guidelines provide recommendations for items that should be addressed and included in clinical trial protocols in which pros are a primary or key secondary outcome. Improved design of clinical trials including pros could help ensure high-quality data that may inform patient-centered care. © 2018 american medical association. All rights reserved.","","","2018","10.1001/jama.2017.21903","","","scopus-2-s2.0-85041638171.pdf","scopus-2-s2.0-85041638171"
"The mediation role of intention in knowledge sharing behavior","Mafabi, S. And Nasiima, S. And Muhimbise, E.m. And Kasekende, F. And Nakiyonga, C.","Vine Journal Of Information And Knowledge Management Systems","","Purpose: this paper aims to examine the mediation role of behavioral intention in the relationship between attitude, subjective norm, perceived behavioral control and knowledge sharing behavior. Design/methodology/approach: the study adopted a cross-sectional design to collect data used to carry out mediation analysis. Structural equation modeling was used to test for the mediation effect based on the theory of planned behavior. Findings: the results reveal positive and significant relationships between attitude, subjective norm, perceived behavioral control and behavioral intention. There is a full mediation effect of behavioral intention between attitude, subjective norm, perceived behavioral control and knowledge sharing behavior. This implies that behavioral intention wholly processes planned behavior prediction. Research limitations/implications: the sample size was small, covering only two referral hospitals which affects the generalization of findings across all the hospitals in uganda. The study was cross-sectional focusing on a one-off perception, which does not examine knowledge sharing behavior over time. This may necessitate follow-up studies in a longitudinal design to capture the trend of results. Practical implications: managers in referral hospitals should create opportunities for health professionals to enhance knowledge sharing behavior. Knowledge sharing practices should be embedded in the performance appraisal and reward systems which should promote positive knowledge sharing attitudes and norms and develop self-efficacy. Originality/value: the study generates empirical evidence on less studied phenomena in the health sector focusing on behavioral intention mediation in predicting knowledge sharing behavior. © 2017, © emerald publishing limited.","","","2017","10.1108/vjikms-02-2016-0008","","","scopus-2-s2.0-85020300458.pdf","scopus-2-s2.0-85020300458"
"Role of the slovak academy of sciences during the period of transition in the slovak republic","Luby, S.","Higher Education In Europe","","The transformation of a socialist-type academy of sciences into an institution capable of functioning in a democratic market economy is described. Prior to 1989, the slovak academy of sciences was the state mandated coordinator of science and technology in slovakia and was funded directly by the state budget. Since 1990, the academy has had to share many of its prerogatives with other authorities and institutions, as in the case of the universities in regard to doctoral programmes, or to cede them outright, as in the case of the ministry of education and science in regard to the coordination of basic research. Its budget has been drastically cut. It has also had to contend with the introduction of a western type of grant programme and system of evaluation for its subordinate institutes, some of which have been closed. In short, the slovak academy of sciences must compete in an increasingly open science market in which it must give proof both of the quality of its work and of the relevance of the latter to the needs of society. © 1995 by taylor & francis group. All rights reserved.","","","1995","10.1080/0379772950200419","","","scopus-2-s2.0-84958414852.pdf","scopus-2-s2.0-84958414852"
"Reporting and Guidelines in Propensity Score Analysis: A Systematic Review of Cancer and Cancer Surgical Studies","Yao X. I., Wang X., Speicher P. J., Hwang E. S., Cheng P., Harpole D. H., Berry M. F., Schrag D., Pang H. H.","Journal of the National Cancer Institute","","Background: Propensity score (PS) analysis is increasingly being used in observational studies especially in some cancer studies where random assignment is not feasible. This systematic review evaluates the use and reporting quality of PS analysis in oncology studies. Methods: We searched PubMed to identify the use of PS methods in cancer studies (CS) and cancer surgical studies (CSS) in major medical cancer and surgical journals over time and critically evaluated 33 CS published in top medical and cancer journals in 2014 and 2015 and 306 CSS published up to November 26 2015 without earlier date limits. The quality of reporting in PS analysis was evaluated. It was also compared over time and among journals with differing impact factors. All statistical tests were two-sided. Results: More than 50% of the publications with PS analysis from the past decade occurred within the past two years. Of the studies critically evaluated a considerable proportion did not clearly provide the variables used to estimate PS (CS 12.1% CSS 8.8%) incorrectly included non baseline variables (CS 3.4% CSS 9.3%) neglected the comparison of baseline characteristics (CS 21.9% CSS 15.6%) or did not report the matching algorithm utilized (CS 19.0% CSS 36.1%). In CSS the reporting of the matching algorithm improved in 2014 and 2015 ( P = .04) and the reporting of variables used to estimate PS was better in top surgery journals ( P = .008). However there were no statistically significant differences for the inclusion of non baseline variables and reporting of comparability of baseline characteristics. Conclusions: The use of PS in cancer studies has dramatically increased recently but there is substantial room for improvement in the quality of reporting even in top journals. Herein we have proposed reporting guidelines for PS analyses that are broadly applicable to different areas of medical research that will allow better evaluation and comparison across studies applying this approach.","","","2017","10.1093/jnci/djw323","","","medline-28376195.pdf","medline-28376195"
"Need for ethnic and population diversity in psychosis research","Burkhard, C. And Cicek, S. And Barzilay, R. And Radhakrishnan, R. And Guloksuz, S.","Schizophrenia Bulletin","","This article aims to evaluate ""racial"", ethnic, and population diversity-or lack thereof-in psychosis research, with a particular focus on socio-environmental studies. Samples of psychosis research remain heavily biased toward western, educated, industrialized, rich, and democratic (weird) societies. Furthermore, we often fail to acknowledge the lack of diversity, thereby implying that our findings can be generalized to all populations regardless of their social, ethnic, and cultural background. This has major consequences. Clinical trials generate findings that are not generalizable across ethnicity. The genomic-based prediction models are far from being applicable to the ""majority world.""Socio-environmental theories of psychosis are solely based on findings of the empirical studies conducted in weird populations. If and how these socio-environmental factors affect individuals in entirely different geographic locations, gene pools, social structures and norms, cultures, and potentially protective counter-factors remain unclear. How socio-environmental factors are assessed and studied is another major shortcoming. By embracing the complexity of environment, the exposome paradigm may facilitate the evaluation of interdependent exposures, which could explain how variations in socio-environmental factors across different social and geographical settings could contribute to divergent paths to psychosis. Testing these divergent paths to psychosis will however require increasing the diversity of study populations that could be achieved by establishing true partnerships between weird societies and the majority world with the support of funding agencies aspired to foster replicable research across diverse populations. The time has come to make diversity in psychosis research more than a buzzword. © 2021 the author(s) 2021. Published by oxford university press on behalf of the maryland psychiatric research center.","","","2021","10.1093/schbul/sbab048","","","scopus-2-s2.0-85110312807.pdf","scopus-2-s2.0-85110312807"
"Strengthen the process report of clinical trials promote full transparency of clinical trials. [Chinese]","Dong C., Yan X., Tian R., Bian Z., Yao C.","Chinese Journal of Evidence-Based Medicine","","The concept of clinical trial transparency has been promoted for more than 40 years. The act of clinical trial registration report guidelines development and data sharing has has been strongly pushed forward and become a common practice. The clinical trial process being the key procedure of trial operation and quality control determines the accuracy of the results. However the process report of clinical trials is insufficient. In this article we summarize the importance of clinical trial process report and provide corresponding suggestions. We propose that medical journals reporting guidelines developers and clinical trial registration platforms should work together to strengthen the process report of clinical trials and promote full transparency of clinical trials. Copyright © 2018 West China University of Medical Science. All rights reserved.","","","2018","10.7507/1672-2531.201806071","","","unknown-1414.pdf","unknown-1414"
"Virtual track networks: a hierarchical modeling framework and open-source tools for simplified and efficient connected and automated mobility (cam) system design based on general modeling network specification (gmns)","Lu, J. And Zhou, X.s.","Transportation Research Part C: Emerging Technologies","","This study presents a novel framework and open-source tools for simulating and managing connected and automated mobility (cam) systems, taking into account their hierarchical nature and various levels of scheduling. The framework is based on a multi-layered network representation, which allows for efficient and accurate modeling of cam systems at different levels of granularity, from macroscopic to microscopic. By employing this hierarchical approach, we achieve a balance between the level of detail in the representation and computational efficiency. Additionally, a spatial-discrete virtual track-based representation is introduced for precise vehicle dynamics modeling and for ensuring consistency with higher-level routing decisions. This facilitates individualized active traffic management for cam applications. As part of our research, we have developed osm2gmns, an open-source package that allows users to effortlessly access and process transportation networks from openstreetmap in the general modeling network specification (gmns) format, facilitating data sharing and research collaboration. Furthermore, we explore traffic simulation, optimization, and operation methodologies for cam systems, particularly focusing on the extent of scheduling capabilities. To support the research community, we further introduce an open-source package camlite for cam system modeling. The effectiveness of our proposed methodologies and tools is demonstrated through a series of numerical experiments. © 2023 elsevier ltd","","","2023","10.1016/j.trc.2023.104223","","","scopus-2-s2.0-85163417466.pdf","scopus-2-s2.0-85163417466"
"Protocol for the development of consensus-based clinical case reporting guideline extension: care for acupuncture","Duan, Y. And Chen, Y. And Chen, J. And Chen, Z. And Riley, D. And Xu, N. And Zheng, Y. And Wang, Q. And Deng, J. And Lu, L. And Tang, C.","Complementary Therapies In Medicine","","Background: health research reporting guidelines for case reports (care - case report) published in 2013 and 2017 have become a generally accepted standard for publishing case reports. The care guidelines represent an architectural framework for writing an evidence-based case report that can be customized as need for a specialty (or disease) if needed. We aim to develop a care guideline extension for acupuncture following the equator network (enhancing the quality and transparency of health research) and the 2010″guidance for developers of health research reporting”. We have established a group of international experts including;  clinicians, researchers and methodologists. We performed a needs assessment based on a review of acupuncture case reports published in the indexed medical literature. The needs assessment will be followed by (1) a series of expert interviews to establish a draft, (2) a modified delphi process, and (3) a consensus meeting. Following the consensus meeting we will pilot test the care draft before publishing the care extension for acupuncture. Methods: we will develop the care extensions for acupuncture following recommendations of the equator network and the 2010 “guidance for developers of health research reporting”. We will establish an international multidisciplinary group including clinical practitioners, acupuncturists, researchers of reporting guidelines on acupuncture, clinical epidemiologists and statisticians. We performed a needs assessment, reviewing published case reports using acupuncture as a therapeutic intervention from indexed medical journals (pubmed-pmc and medline, scopus, embase, the allied and complementary medicine database (amed), cumulative index to nursing and allied health literature (cinahl), wan fang database, chinese biomedicine database (cbm), china national knowledge infrastructure (cnki), and vip). In consultations with advisors we will develop a draft of potential items to be included in the care extension for acupuncture. Then we will conduct a modified delphi process of at least three rounds, hold a face-to-face consensus meeting, pilot test and submit the care extension for acupuncture for publication. Conclusion: the development of a widely accepted care extension for acupuncture for case reports published in indexed medical journals. These guidelines will follow the equator network recommendations and the 2010 “guidance for developers of health research reporting”. © 2019 the authors","","","2019","10.1016/j.ctim.2019.06.004","","","scopus-2-s2.0-85067845585.pdf","scopus-2-s2.0-85067845585"
"Expressive data sharing and self-controlled fine-grained data deletion in cloud-assisted iot","Mei, Q. And Yang, M. And Chen, J. And Wang, L. And Xiong, H.","Ieee Transactions On Dependable And Secure Computing","","Expressive data sharing and efficient data deletion are essential to drive the development of cloud-assisted iot. But insecure transmission and the vulnerability of the cloud server may cause potential threats to iot data, attribute-based encryption (abe) is widely applied to ensure data confidentially. Nonetheless, the potential data exposure caused by the compromised long-term key and the contradiction between conventional access structures in abe and the various demands of data owners are still two huge challenges. To overcome these challenges, this article designs an unbounded and puncturable ciphertext-policy abe with arithmetic span program (up-cp abe-asp) scheme and presents an expressive data sharing and self-controlled fine-grained data deletion solution in cloud-assisted iot, which allows data owners to efficiently encrypt and share data with various computable access policies, but also enables data owners and data users to independently delete specific data stored in the cloud. The designed up-cp-abe-asp leverages unbounded abe and puncturable encryption to support the flexible update of system parameters and the deletion of specific data. Also, the arithmetic span program access structure is combined to realize expressive data sharing. Moreover, the up-cp-abe-asp is adaptively secure in the standard model, and comprehensive performance evaluations demonstrate its practicability and scalability in cloud-assisted iot. © 2004-2012 ieee.","","","2023","10.1109/tdsc.2022.3188740","","","scopus-2-s2.0-85134228185.pdf","scopus-2-s2.0-85134228185"
"The trouble with reporting and utilization of workplace violence data in health care","Morphet, J. And Griffiths, D. And Innes, K.","Journal Of Nursing Management","","Aim: the study aimed to evaluate the reporting, monitoring and use of workplace violence data in victorian health services. Background: surveillance of workplace violence is important in understanding the circumstances in which workplace violence occurs and development of relevant and appropriate prevention and intervention strategies. Method: a descriptive exploratory approach was used. Fifteen staff from occupational health and safety, quality and safety, and nurse unit managers, from five major metropolitan health services were interviewed. Recorded interviews were transcribed verbatim and thematically analysed. Results: three themes were identified: (a) “under-reporting of workplace violence,” (b) “inconsistent guidance” caused subjective and variable data coding and (c) “application of data” described how health services used the data available to them, to inform the development and implementation of systems designed to prevent workplace violence. Conclusions: improved reporting systems may increase consistency in reporting, enable data sharing across organisations and assist in planning of prevention strategies. Implications for nursing management: staff should be encouraged to complete incident reports for each episode of workplace violence. Incident reporting systems must be simplified to reduce the burden of reporting. Nurse managers should advocate for the sharing of health service workplace violence data, to enable improved prevention across all services. © 2018 john wiley & sons ltd","","","2019","10.1111/jonm.12717","","","scopus-2-s2.0-85055100595.pdf","scopus-2-s2.0-85055100595"
"Use of broad consent and related procedures in genomics research: Perspectives from research participants in the Genetics of Rheumatic Heart Disease (RHDGen) study in a University Teaching Hospital in Zambia","Mweemba O., Musuku J., Mayosi B. M., Parker M., Rutakumwa R., Seeley J., Tindana P., De Vries J.","Global Bioethics","","The use of broad consent for genomics research raises important ethical questions for the conduct of genomics research including relating to its acceptability to research participants and comprehension of difficult scientific concepts. To explore these and other challenges we conducted a study using qualitative methods with participants enrolled in an H3Africa Rheumatic Heart Disease genomics study (the RHDGen network) in Zambia to explore their views on broad consent sample and data sharing and secondary use. In-depth interviews were conducted with RHDGen participants (n = 18) study staff (n = 5) and with individuals who refused to participate (n = 3). In general broad consent was seen to be reasonable if reasons for storing the samples for future research use were disclosed. Some felt that broad consent should be restricted by specifying planned future studies and that secondary research should ideally relate to original disease for which samples were collected. A few participants felt that broad consent would delay the return of research results to participants. This study echoes findings in other similar studies in other parts of the continent that suggested that broad consent could be an acceptable consent model in Africa if careful thought is given to restrictions on re-use.","","","2019","10.1080/11287462.2019.1592868","","","pubmed-33343192.pdf","pubmed-33343192"
"Guidelines for clinical applications of spatio-temporal gait analysis in older adults","Kressig R. W., Beauchet O.","Aging-Clinical & Experimental Research","","Quantifying spatio-temporal gait parameters in stationary and ambulatory geriatric settings may aid the early identification of potential fallers as well as the documentation of illness-specific gait disorders and intervention-related changes in rehabilitative medicine. Bringing gait analysis out of the laboratory and into a clinical setting is the goal of the European GAITRite network group initiated in 2003 in Geneva. To enhance reproducibility of gait measures and for better comparability of outcomes in clinical environments a consensus on data collection was formulated and presented at the 2nd European GAITRite Meeting in Marseilles. The guidelines presented here are intended to facilitate network collaborations and to provide guidance to clinicians who wish to implement spatio-temporal gait analysis in clinical settings.","","","2006","10.1007/bf03327437","","","medline-16702791.pdf","medline-16702791"
"A question of trust: can we build an evidence base to gain trust in systematic review automation technologies?","O'connor, A.m. And Tsafnat, G. And Thomas, J. And Glasziou, P. And Gilbert, S.b. And Hutton, B.","Systematic Reviews","","Background: although many aspects of systematic reviews use computational tools, systematic reviewers have been reluctant to adopt machine learning tools. Discussion: we discuss that the potential reason for the slow adoption of machine learning tools into systematic reviews is multifactorial. We focus on the current absence of trust in automation and set-up challenges as major barriers to adoption. It is important that reviews produced using automation tools are considered non-inferior or superior to current practice. However, this standard will likely not be sufficient to lead to widespread adoption. As with many technologies, it is important that reviewers see ""others"" in the review community using automation tools. Adoption will also be slow if the automation tools are not compatible with workflows and tasks currently used to produce reviews. Many automation tools being developed for systematic reviews mimic classification problems. Therefore, the evidence that these automation tools are non-inferior or superior can be presented using methods similar to diagnostic test evaluations, i.e., precision and recall compared to a human reviewer. However, the assessment of automation tools does present unique challenges for investigators and systematic reviewers, including the need to clarify which metrics are of interest to the systematic review community and the unique documentation challenges for reproducible software experiments. Conclusion: we discuss adoption barriers with the goal of providing tool developers with guidance as to how to design and report such evaluations and for end users to assess their validity. Further, we discuss approaches to formatting and announcing publicly available datasets suitable for assessment of automation technologies and tools. Making these resources available will increase trust that tools are non-inferior or superior to current practice. Finally, we identify that, even with evidence that automation tools are non-inferior or superior to current practice, substantial set-up challenges remain for main stream integration of automation into the systematic review process. © 2019 the author(s).","","","2019","10.1186/s13643-019-1062-0","","","scopus-2-s2.0-85062765017.pdf","scopus-2-s2.0-85062765017"
"Regulatory standards and consequences for industry architecture: the case of uk open banking","Dinçkol, D. And Ozcan, P. And Zachariadis, M.","Research Policy","","In this inductive qualitative study, we analyze the standardization efforts in the uk banking sector via open banking regulations. We examine the role of regulatory standards and how these standards evolve, highlight key decisions and factors in the process of standardization, and show how the standards implementation can lead to the emergence of new roles and connections in the industry architecture. We find that standardization is a continuous, multi-stakeholder process where not only formulation decisions, but also the adjustment of industry players to roadblocks in implementation cause recalibration of standards and shifts in industry architecture. We also unravel the architectural implications of data sharing and interoperability standardization both within and across industries. © 2023 the authors","","","2023","10.1016/j.respol.2023.104760","","","scopus-2-s2.0-85150780791.pdf","scopus-2-s2.0-85150780791"
"Reliability and Generalizability of Similarity-Based Fusion of MEG and fMRI Data in Human Ventral and Dorsal Visual Streams","Mohsenzadeh Y., Mullin C., Lahner B., Cichy R. M., Oliva A.","Vision","","To build a representation of what we see the human brain recruits regions throughout the visual cortex in cascading sequence. Recently an approach was proposed to evaluate the dynamics of visual perception in high spatiotemporal resolution at the scale of the whole brain. This method combined functional magnetic resonance imaging (fMRI) data with magnetoencephalography (MEG) data using representational similarity analysis and revealed a hierarchical progression from primary visual cortex through the dorsal and ventral streams. To assess the replicability of this method we here present the results of a visual recognition neuro-imaging fusion experiment and compare them within and across experimental settings. We evaluated the reliability of this method by assessing the consistency of the results under similar test conditions showing high agreement within participants. We then generalized these results to a separate group of individuals and visual input by comparing them to the fMRI-MEG fusion data of Cichy et al (2016) revealing a highly similar temporal progression recruiting both the dorsal and ventral streams. Together these results are a testament to the reproducibility of the fMRI-MEG fusion approach and allows for the interpretation of these spatiotemporal dynamic in a broader context.","","","2019","10.3390/vision3010008","","","medline-31735809.pdf","medline-31735809"
"A Tale of Two Capacities: Including Children and Decisionally Vulnerable Adults in Biomedical Research","Dalpe G., Thorogood A., Knoppers B. M.","Frontiers in Genetics","","The participation of individuals who lack decision-making capacity is essential for advancing genomics research and neuroscience but raises ethical and legal challenges relating to vulnerability consent and exclusion. Capacity differences between populations and individuals the dynamics of capacity over time and evolving legal consent and capacity regimes all raise uncertainty for researchers institutional review boards and policy makers. We review international ethical and legal best practices for including children and decisionally vulnerable adults in health research. Research ethics norms and literature tend to split such groups into narrow silos which results in inconsistency and conceptual confusion or to lump them together which fails to take into account morally relevant differences. Through a narrative review of international norms we identify challenges common to both groups while drawing out distinctions reflecting their opposite capacity trajectories. Our comparison between these two populations clarifies underlying ethical concepts and offers opportunities for critique. Children need protection to foster their long-term autonomy while decisionally vulnerable adults need to be provided with support in order to exercise their autonomy. This leads to differences in how researchers determine who lacks capacity who has authority to consent and what criteria guide such decision-making. We also consider how capacity issues color contemporary research governance debates over broad consent data protection compliance data sharing and the return of individual research results and incidental findings.","","","2019","10.3389/fgene.2019.00289","","","medline-31024616.pdf","medline-31024616"
