"uid","Target Population","Intervention Provider","Discipline","Intervention","Outcome Measures","Research Stage","Target Population Location"
"scopus-2-s2.0-85025429265","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85025440573","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85025703348","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85026286058","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85026314557","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85026416371","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85026640716","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85026674355","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85026736250","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85026751955","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85026913725","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85027490568","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85027885744","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85027984942","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85028305120","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85028353689","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85028546780","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85028629337","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85029488703","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85029532246","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85029578824","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85029691663","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85029709201","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85029817496","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85029852054","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85030113374","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85030150681","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85030711021","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85030868693","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85031036361","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85031305471","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85031323009","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85031400849","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85031413370","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85031429603","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85031498264","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85031726444","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85031788318","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85031920857","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85032002516","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85032206095","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85032229201","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85032296403","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85032439447","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85032448156","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85032452582","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85032586300","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85032738175","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85032748899","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85032978220","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85033206501","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85033367206","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85033774111","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85034042529","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85034244491","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85034658349","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85034738737","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85034753011","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85035029880","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85035341775","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85035769340","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85036507672","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85036523560","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85036652921","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85037062778","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85037557333","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85037681665","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85037701299","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85038023056","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85038035583","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85038096471","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85038354794","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85038360148","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85038808987","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85038866057","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85039036723","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85039840707","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85039869386","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85039903466","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85040051882","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85040120976","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85040631227","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85040737813","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85040738997","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85040774777","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85040791186","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85040797404","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85041110991","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85041281150","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85041383813","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85041494964","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85041558278","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85041562996","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85041568958","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85041619604","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85041819801","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85041854675","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85041862469","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85042009714","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85042043126","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85042062699","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85042119304","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85042150829","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85042166215","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85042283222","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85042452635","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85042546527","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85042556961","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85042860949","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85042912547","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85042917331","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85042933676","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85042943369","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85043343450","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85043384262","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85043760652","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85043762694","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85043763175","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85044017604","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85044048627","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85044117026","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85044177930","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85044355447","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85044361708","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85044382636","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85044458228","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85044612011","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85044616065","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85044866456","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85044955282","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85044957579","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045022897","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045057678","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045139898","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045150891","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045152518","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045223891","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045274301","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045398039","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045565224","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045643189","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045643289","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045670946","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045831485","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045835587","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045939728","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045948640","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85045981008","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85046026229","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85046040834","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85046082463","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85046091788","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85046118085","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85046367523","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85046622154","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85046660739","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85046672151","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85046740944","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85046821047","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85046942537","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85047016722","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85047157730","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85047241397","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85047249093","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85047249889","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85047353107","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85047392373","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85047519728","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85047610870","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85047628941","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85047939326","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85048060522","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85048140236","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85048474053","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85048626334","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85048809996","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85048819348","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85049000837","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85049129275","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85049155127","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85049445609","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85049465636","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85049614393","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85049692777","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85049797743","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85049849009","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85049853611","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85049918019","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85049995495","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85050088342","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85050149357","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85050269238","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85050756494","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85050790525","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85050802936","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85050850236","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85050957018","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85051080368","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85051103050","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85051107104","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85051353052","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85051474259","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85051495636","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85051651172","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85051678558","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85051993839","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85052063111","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85052216447","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85052247851","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85052309395","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85052554042","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85052601117","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85052809607","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85052825236","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85052905775","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85052927183","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85053005453","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85053010408","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85053014914","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85053049282","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85053158143","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85053384612","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85053413883","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85053431485","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85053470784","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85053477281","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85053777099","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85053832001","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85053896127","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85053930833","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85054033346","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85054435245","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85054520314","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85054589396","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85054658631","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85054706938","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85054752558","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85054815625","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85054911891","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85054915013","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85054924949","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85055022836","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85055174678","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85055177272","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85055620672","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85055648470","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85055684638","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85055756813","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85055902313","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85055932202","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85056033295","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85056082152","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85056176324","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85056227562","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85056274720","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85056324423","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85056502807","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85056732639","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057080058","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057227737","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057246451","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057256334","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057383985","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
